age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,two_year_recid,juv_fel_count,juv_misd_count,juv_other_count,c_days_from_compas,length_of_stay
49,F,African-American,Greater than 45,High,Male,3,-1.0,8,1,0,0,0,1.0,21.0
31,F,Caucasian,25 - 45,Medium,Male,11,-1.0,7,1,0,0,0,1.0,20.0
58,F,Caucasian,Greater than 45,Medium,Male,7,-1.0,7,1,0,0,0,1.0,4457.0
50,M,Hispanic,Greater than 45,Low,Male,2,0.0,1,0,0,0,0,0.0,23.0
26,F,African-American,25 - 45,Medium,Male,11,-1.0,7,1,0,1,1,1.0,28.0
20,F,African-American,Less than 25,Medium,Male,1,-20.0,6,0,1,0,0,20.0,65.0
51,M,Caucasian,Greater than 45,Low,Male,1,-1.0,2,1,0,0,0,1.0,47.0
30,M,African-American,25 - 45,Low,Male,2,-1.0,2,0,0,0,0,1.0,436.0
39,M,Other,25 - 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,75.0
26,F,African-American,25 - 45,Medium,Male,2,-1.0,6,0,0,0,0,1.0,799.0
20,M,Other,Less than 25,Medium,Male,0,-1.0,5,0,0,0,0,1.0,21.0
26,F,Caucasian,25 - 45,Medium,Female,0,-4.0,5,0,0,0,0,4.0,14.0
26,F,African-American,25 - 45,Low,Male,5,-1.0,4,0,0,0,0,1.0,70.0
20,F,Caucasian,Less than 25,Low,Male,0,-1.0,2,0,0,0,2,1.0,25.0
28,F,African-American,25 - 45,Low,Male,0,0.0,3,1,0,0,0,0.0,363.0
23,M,African-American,Less than 25,Low,Male,1,-1.0,2,1,0,1,2,1.0,19.0
21,M,African-American,Less than 25,Medium,Female,0,-4.0,5,0,0,0,0,4.0,14.0
25,F,Other,25 - 45,High,Male,0,-1.0,9,1,0,0,0,1.0,29.0
30,F,Caucasian,25 - 45,Low,Male,0,-1.0,3,0,0,0,0,1.0,44.0
21,F,Caucasian,Less than 25,High,Male,2,-3.0,9,1,0,2,7,4.0,6.0
20,F,Caucasian,Less than 25,Medium,Male,1,13.0,7,1,1,0,0,77.0,963.0
24,F,Caucasian,Less than 25,Medium,Male,5,16.0,6,1,0,0,0,504.0,453.0
35,F,African-American,25 - 45,High,Male,22,0.0,10,1,0,0,0,0.0,49.0
27,F,Other,25 - 45,Low,Female,0,-1.0,3,1,0,0,0,1.0,64.0
50,F,Caucasian,Greater than 45,Low,Male,2,-1.0,2,1,0,0,0,1.0,218.0
25,M,African-American,25 - 45,High,Male,5,-1.0,9,0,0,0,0,1.0,41.0
31,M,African-American,25 - 45,High,Male,12,-1.0,8,1,1,1,1,1.0,960.0
26,F,African-American,25 - 45,High,Male,0,-1.0,9,0,0,0,0,1.0,24.0
22,F,African-American,Less than 25,Low,Male,0,-1.0,4,0,0,0,0,1.0,26.0
29,F,African-American,25 - 45,Low,Male,0,0.0,3,0,0,0,0,0.0,4.0
33,F,Other,25 - 45,Low,Male,2,0.0,1,1,0,0,0,1.0,14.0
52,F,Caucasian,Greater than 45,Low,Male,1,-1.0,1,0,0,0,0,1.0,14.0
37,M,Hispanic,25 - 45,Low,Male,0,-1.0,1,1,0,0,0,1.0,23.0
21,F,African-American,Less than 25,Medium,Male,0,-1.0,7,0,0,0,0,1.0,16.0
21,F,Caucasian,Less than 25,High,Male,1,0.0,8,0,0,0,0,1.0,-2.0
20,F,Caucasian,Less than 25,High,Female,0,0.0,8,1,0,0,0,0.0,55.0
43,M,Hispanic,25 - 45,Low,Male,1,-1.0,1,1,0,0,0,1.0,23.0
30,F,Caucasian,25 - 45,Low,Male,1,-1.0,1,1,0,0,0,1.0,27.0
33,M,African-American,25 - 45,Low,Female,3,0.0,4,1,0,0,0,1.0,116.0
24,F,African-American,Less than 25,Medium,Male,3,0.0,7,0,0,0,0,0.0,2237.0
52,M,Hispanic,Greater than 45,Low,Female,0,-1.0,1,1,0,0,0,1.0,22.0
30,F,African-American,25 - 45,Medium,Female,11,0.0,7,1,0,0,0,0.0,145.0
30,M,Caucasian,25 - 45,Low,Female,0,-1.0,2,0,0,0,0,1.0,15.0
47,F,African-American,Greater than 45,Low,Male,13,0.0,2,1,0,0,0,0.0,7.0
41,M,African-American,25 - 45,High,Male,9,-1.0,9,0,0,1,0,733.0,48.0
21,F,Hispanic,Less than 25,High,Male,4,-1.0,10,1,1,0,0,1.0,17.0
48,F,Caucasian,Greater than 45,Low,Male,6,-26.0,2,0,0,0,0,27.0,141.0
52,F,African-American,Greater than 45,High,Male,2,-1.0,9,1,0,0,0,1.0,795.0
34,M,African-American,25 - 45,Low,Female,1,-1.0,1,0,0,0,0,1.0,24.0
35,F,Caucasian,25 - 45,Low,Male,0,-1.0,3,1,0,0,0,1.0,26.0
25,F,Other,25 - 45,Low,Male,1,-1.0,4,1,0,0,0,1.0,40.0
24,F,African-American,Less than 25,Low,Male,1,-1.0,2,1,0,0,1,1.0,18.0
25,M,African-American,25 - 45,Low,Male,1,0.0,2,0,0,0,0,0.0,6.0
34,F,African-American,25 - 45,High,Male,20,-1.0,9,1,0,1,0,1.0,643.0
25,F,African-American,25 - 45,Low,Male,2,-1.0,4,1,0,0,0,1.0,22.0
24,F,Hispanic,Less than 25,Medium,Male,4,-1.0,6,1,1,0,0,1.0,21.0
56,F,Caucasian,Greater than 45,Low,Male,6,-1.0,1,0,0,0,0,1.0,21.0
23,F,African-American,Less than 25,Low,Male,0,0.0,4,0,0,0,0,1.0,6.0
21,M,Caucasian,Less than 25,Low,Male,0,-1.0,4,0,0,0,0,1.0,26.0
66,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,47.0
28,M,African-American,25 - 45,Medium,Male,7,-1.0,7,0,0,0,0,1.0,18.0
29,M,Caucasian,25 - 45,Low,Male,0,0.0,1,0,0,0,0,0.0,-3.0
22,F,Caucasian,Less than 25,Medium,Male,3,0.0,7,1,0,0,0,1.0,55.0
39,F,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,26.0
33,M,African-American,25 - 45,High,Male,9,-1.0,8,1,0,0,1,1.0,25.0
29,F,Caucasian,25 - 45,Low,Male,2,-1.0,1,1,0,0,0,1.0,19.0
31,F,Caucasian,25 - 45,Low,Male,1,-1.0,2,0,0,0,0,1.0,29.0
22,M,African-American,Less than 25,High,Male,0,-1.0,8,0,0,0,0,1.0,1293.0
22,M,Caucasian,Less than 25,Medium,Female,0,-1.0,5,0,0,0,0,1.0,22.0
35,F,Caucasian,25 - 45,Low,Male,3,0.0,4,0,0,0,2,1.0,26.0
29,F,Caucasian,25 - 45,Low,Male,3,-1.0,4,1,0,0,0,1.0,28.0
56,F,Caucasian,Greater than 45,Low,Male,1,-1.0,1,0,0,0,0,1.0,22.0
34,F,African-American,25 - 45,Low,Female,0,-1.0,1,0,0,0,0,1.0,21.0
23,F,African-American,Less than 25,Low,Male,1,-1.0,4,1,0,0,0,1.0,88.0
27,F,African-American,25 - 45,Medium,Male,1,0.0,5,1,1,0,0,1.0,19.0
43,F,Caucasian,25 - 45,Low,Male,2,-1.0,1,0,0,0,0,1.0,21.0
38,F,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,23.0
39,F,Caucasian,25 - 45,Low,Male,3,-1.0,3,0,0,0,0,1.0,19.0
24,F,African-American,Less than 25,Low,Male,1,-1.0,3,1,0,0,1,1.0,14.0
26,M,African-American,25 - 45,Low,Male,2,0.0,3,0,0,0,0,0.0,-4.0
55,M,Caucasian,Greater than 45,Low,Female,0,-1.0,1,0,0,0,0,1.0,41.0
35,F,African-American,25 - 45,Medium,Male,1,-1.0,6,1,0,0,0,1.0,22.0
61,F,African-American,Greater than 45,Medium,Male,25,-1.0,7,0,0,0,0,1.0,30.0
33,M,Other,25 - 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,261.0
40,F,Caucasian,25 - 45,Medium,Male,4,0.0,7,0,0,0,0,1.0,27.0
33,F,African-American,25 - 45,Low,Male,3,0.0,2,0,0,0,0,1.0,6.0
26,F,Caucasian,25 - 45,Medium,Male,0,-1.0,6,1,0,0,0,1.0,26.0
32,F,Caucasian,25 - 45,High,Male,15,0.0,9,1,0,1,0,1.0,2182.0
28,F,African-American,25 - 45,Low,Male,0,-1.0,2,0,0,0,0,1.0,20.0
45,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,26.0
30,F,Caucasian,25 - 45,High,Male,0,-1.0,9,1,0,0,0,1.0,890.0
57,F,Caucasian,Greater than 45,Low,Female,4,-1.0,2,0,0,0,0,1.0,6187.0
26,F,African-American,25 - 45,Medium,Male,3,-1.0,7,1,0,0,0,1.0,1130.0
35,F,African-American,25 - 45,High,Male,1,-1.0,8,0,0,0,0,1.0,12.0
54,F,Hispanic,Greater than 45,Low,Male,0,0.0,1,0,0,0,0,0.0,51.0
29,F,African-American,25 - 45,Medium,Female,0,-1.0,5,0,0,0,0,1.0,71.0
40,M,Caucasian,25 - 45,Low,Female,0,-1.0,2,0,0,0,0,1.0,26.0
28,F,Caucasian,25 - 45,Low,Male,1,-1.0,2,1,0,0,0,1.0,29.0
25,M,African-American,25 - 45,Low,Female,0,-1.0,2,0,0,0,1,1.0,21.0
44,M,African-American,25 - 45,Medium,Male,3,-1.0,6,0,0,0,0,1.0,68.0
23,F,Caucasian,Less than 25,Low,Male,4,-1.0,4,1,0,0,1,1.0,22.0
29,F,African-American,25 - 45,Low,Male,0,-1.0,2,0,0,0,0,1.0,1748.0
56,M,Caucasian,Greater than 45,Low,Male,0,-4.0,1,0,0,0,0,4.0,4.0
27,M,African-American,25 - 45,Low,Female,0,-1.0,3,0,0,0,0,1.0,25.0
29,M,Caucasian,25 - 45,Medium,Female,0,-1.0,7,0,0,0,0,1.0,22.0
34,M,Caucasian,25 - 45,Low,Female,4,-1.0,4,0,0,0,0,1.0,18.0
22,F,African-American,Less than 25,Medium,Female,0,0.0,7,0,0,0,0,1.0,-11.0
40,F,Caucasian,25 - 45,Low,Male,5,7.0,1,1,0,0,0,42.0,15.0
31,F,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,65.0
47,F,African-American,Greater than 45,Low,Male,3,-1.0,2,0,0,0,0,1.0,47.0
24,F,African-American,Less than 25,Medium,Male,8,-1.0,7,1,0,0,0,1.0,1194.0
39,F,African-American,25 - 45,High,Male,4,-1.0,9,0,0,0,0,1.0,2852.0
29,F,African-American,25 - 45,Medium,Male,10,0.0,6,1,0,0,0,1.0,19.0
30,F,Hispanic,25 - 45,Low,Male,2,-1.0,2,0,0,0,0,1.0,144.0
26,F,African-American,25 - 45,High,Female,4,-1.0,9,1,0,0,0,1.0,19.0
61,M,African-American,Greater than 45,High,Male,2,0.0,8,0,0,0,0,1.0,17.0
37,M,Hispanic,25 - 45,Low,Male,3,0.0,4,0,0,0,0,0.0,5.0
38,F,Other,25 - 45,Low,Male,1,-1.0,1,1,0,0,0,1.0,28.0
30,M,African-American,25 - 45,High,Male,0,-1.0,9,0,0,0,0,1.0,30.0
20,M,African-American,Less than 25,Medium,Male,0,-1.0,5,1,0,0,1,1.0,23.0
56,F,African-American,Greater than 45,High,Male,22,-1.0,9,1,0,0,0,1.0,1704.0
50,F,Caucasian,Greater than 45,Low,Female,3,0.0,3,1,0,0,0,0.0,2.0
47,F,Other,Greater than 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,48.0
30,F,African-American,25 - 45,Medium,Male,10,18.0,6,1,0,0,0,0.0,22.0
59,M,African-American,Greater than 45,Low,Male,1,-1.0,1,0,0,0,0,1.0,1508.0
20,F,African-American,Less than 25,High,Male,1,-1.0,10,1,1,0,0,1.0,4489.0
23,M,Caucasian,Less than 25,High,Male,4,-1.0,9,1,0,1,0,1.0,51.0
28,F,Caucasian,25 - 45,Medium,Female,2,-3.0,6,1,0,0,0,3.0,1.0
50,F,Hispanic,Greater than 45,High,Male,3,-1.0,9,1,0,0,0,1.0,815.0
35,M,Caucasian,25 - 45,Medium,Male,3,0.0,5,1,0,0,0,0.0,20.0
22,F,African-American,Less than 25,High,Male,1,0.0,9,1,0,0,0,1.0,125.0
41,F,Hispanic,25 - 45,Low,Female,0,-1.0,1,0,0,0,0,1.0,27.0
22,F,African-American,Less than 25,Medium,Male,0,-1.0,7,0,0,0,0,1.0,48.0
61,F,African-American,Greater than 45,Low,Male,8,-22.0,2,1,0,0,0,22.0,17.0
26,F,African-American,25 - 45,Low,Male,5,-1.0,4,0,0,0,0,1.0,23.0
44,F,Caucasian,25 - 45,Medium,Male,1,0.0,5,0,0,0,0,0.0,44.0
34,M,African-American,25 - 45,Low,Female,0,-1.0,1,1,0,0,0,1.0,25.0
29,F,Caucasian,25 - 45,Low,Male,1,3.0,2,1,0,0,0,1.0,23.0
29,M,African-American,25 - 45,High,Male,8,-1.0,9,0,0,0,0,65.0,122.0
48,F,African-American,Greater than 45,Low,Male,5,-1.0,4,1,0,0,0,1.0,21.0
31,M,African-American,25 - 45,Medium,Female,0,-5.0,6,0,0,0,0,5.0,99.0
21,F,Caucasian,Less than 25,Medium,Male,2,-10.0,6,0,0,0,0,10.0,15.0
34,F,Caucasian,25 - 45,Medium,Male,4,-1.0,5,0,0,0,0,1.0,20.0
54,F,African-American,Greater than 45,Medium,Male,21,-1.0,6,0,0,0,0,1.0,22.0
20,F,Caucasian,Less than 25,High,Male,4,-1.0,10,0,0,4,0,1.0,21.0
31,F,Caucasian,25 - 45,Low,Male,1,-1.0,3,1,0,0,0,1.0,864.0
22,M,Caucasian,Less than 25,Low,Male,0,0.0,4,0,0,0,0,0.0,23.0
36,M,African-American,25 - 45,Low,Male,6,-1.0,4,0,0,0,0,1.0,22.0
34,F,African-American,25 - 45,Medium,Male,9,-1.0,7,1,3,1,0,1.0,22.0
50,M,African-American,Greater than 45,High,Male,15,-1.0,8,0,0,0,0,1.0,24.0
47,F,Native American,Greater than 45,High,Male,22,0.0,10,1,4,0,0,0.0,73.0
49,M,Other,Greater than 45,Low,Female,0,-1.0,1,0,0,0,0,1.0,24.0
31,M,African-American,25 - 45,Low,Male,1,-1.0,4,0,0,0,0,444.0,25.0
49,F,African-American,Greater than 45,Low,Male,10,-1.0,3,1,0,0,0,1.0,236.0
21,F,African-American,Less than 25,High,Male,2,-1.0,9,0,1,0,1,0.0,868.0
26,F,African-American,25 - 45,Medium,Female,5,-1.0,7,1,0,0,0,1.0,29.0
29,F,Other,25 - 45,Low,Male,0,-1.0,2,0,0,0,0,1.0,30.0
61,F,Hispanic,Greater than 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,14.0
25,F,Caucasian,25 - 45,High,Female,2,16.0,9,1,0,0,0,44.0,21.0
38,F,Caucasian,25 - 45,Low,Male,5,-1.0,4,0,0,0,0,1.0,26.0
35,M,Caucasian,25 - 45,Low,Male,2,-1.0,1,0,0,0,0,1.0,19.0
55,F,Other,Greater than 45,Low,Male,8,-1.0,1,1,0,0,0,1.0,146.0
32,F,African-American,25 - 45,Low,Male,4,0.0,4,1,0,0,0,1.0,1079.0
29,F,Caucasian,25 - 45,Low,Male,1,-18.0,2,0,0,0,0,18.0,70.0
46,F,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,0,0,0,0.0,4.0
53,M,Caucasian,Greater than 45,Medium,Male,1,-1.0,5,0,0,0,0,1.0,21.0
27,F,Caucasian,25 - 45,Medium,Female,1,-1.0,5,1,0,0,0,0.0,613.0
29,F,Caucasian,25 - 45,High,Male,4,-2.0,8,0,0,0,0,2.0,16.0
26,F,Other,25 - 45,Low,Male,0,-1.0,1,1,0,0,0,1.0,53.0
23,M,African-American,Less than 25,Low,Male,3,-1.0,2,1,0,0,0,1.0,20.0
43,M,Hispanic,25 - 45,Low,Male,3,21.0,3,1,0,0,0,33.0,54.0
24,M,Caucasian,Less than 25,Low,Male,1,-1.0,2,0,0,0,0,1.0,25.0
33,F,African-American,25 - 45,High,Male,18,0.0,10,1,0,0,0,0.0,27.0
32,M,African-American,25 - 45,Medium,Male,1,-1.0,6,1,0,0,0,1.0,525.0
38,F,African-American,25 - 45,High,Female,7,0.0,10,1,0,0,0,1.0,941.0
40,F,African-American,25 - 45,Medium,Male,20,-1.0,7,0,0,0,0,1.0,25.0
36,M,African-American,25 - 45,Low,Female,1,-1.0,1,0,0,0,0,1.0,15.0
34,F,African-American,25 - 45,High,Male,16,-1.0,9,1,0,0,0,1.0,24.0
41,M,Caucasian,25 - 45,Low,Male,1,-1.0,2,1,0,0,0,1.0,50.0
57,F,Caucasian,Greater than 45,Low,Male,7,-1.0,1,0,0,0,0,1.0,3645.0
26,F,African-American,25 - 45,Medium,Male,1,-1.0,5,0,0,0,0,1.0,27.0
45,F,African-American,Greater than 45,Low,Male,0,0.0,3,1,0,0,0,0.0,23.0
26,F,African-American,25 - 45,Low,Male,2,-7.0,3,0,0,0,1,7.0,176.0
48,F,Caucasian,Greater than 45,Low,Female,0,-1.0,1,0,0,0,0,1.0,28.0
52,M,Caucasian,Greater than 45,Low,Male,7,-1.0,2,0,0,0,0,1.0,20.0
22,F,Hispanic,Less than 25,Low,Male,2,-1.0,3,1,0,0,0,1.0,759.0
43,M,African-American,25 - 45,Low,Female,0,-1.0,1,0,0,0,0,1.0,30.0
24,F,Caucasian,Less than 25,Medium,Male,3,0.0,5,0,0,0,0,0.0,860.0
27,F,African-American,25 - 45,Medium,Male,11,-1.0,7,1,0,0,0,1.0,122.0
23,F,Hispanic,Less than 25,High,Male,2,-1.0,9,0,0,1,0,1.0,543.0
28,F,African-American,25 - 45,Medium,Male,2,-1.0,6,1,0,0,0,1.0,18.0
21,F,African-American,Less than 25,Medium,Male,0,0.0,5,0,0,0,0,0.0,4.0
33,M,African-American,25 - 45,High,Male,5,-1.0,9,1,0,0,0,1019.0,31.0
25,F,African-American,25 - 45,High,Male,1,-1.0,8,1,0,0,0,1.0,28.0
36,F,African-American,25 - 45,High,Male,17,-1.0,8,1,0,2,0,1.0,360.0
25,F,Caucasian,25 - 45,Medium,Female,0,0.0,5,0,0,0,0,0.0,21.0
46,M,Caucasian,Greater than 45,Medium,Male,0,-1.0,5,0,0,0,0,2.0,13.0
24,F,African-American,Less than 25,Medium,Female,0,0.0,7,0,0,0,0,0.0,48.0
28,F,African-American,25 - 45,Medium,Male,4,0.0,7,1,0,0,0,0.0,136.0
28,M,African-American,25 - 45,Medium,Male,12,-2.0,7,1,0,0,1,2.0,25.0
23,M,African-American,Less than 25,Low,Male,0,0.0,3,1,0,0,0,0.0,26.0
24,M,Other,Less than 25,Low,Male,0,0.0,3,0,0,0,0,0.0,3.0
40,M,Hispanic,25 - 45,Low,Male,0,0.0,3,0,0,0,0,0.0,-1.0
36,M,Hispanic,25 - 45,Low,Male,1,0.0,2,0,0,0,0,0.0,4.0
50,M,Caucasian,Greater than 45,Medium,Male,1,-1.0,6,1,0,0,0,1.0,964.0
24,M,Caucasian,Less than 25,Low,Male,0,0.0,2,0,0,0,0,0.0,23.0
55,F,African-American,Greater than 45,Low,Female,2,-1.0,1,0,0,0,0,1.0,27.0
22,F,African-American,Less than 25,Medium,Male,0,-1.0,7,1,0,0,0,1.0,71.0
38,F,African-American,25 - 45,Medium,Male,14,-1.0,7,0,0,0,0,1.0,1347.0
31,F,African-American,25 - 45,Low,Male,1,-1.0,1,0,0,0,0,1.0,29.0
30,F,African-American,25 - 45,Low,Female,3,-1.0,2,0,0,0,0,1.0,19.0
37,F,African-American,25 - 45,High,Male,16,-1.0,8,1,0,0,0,1.0,50.0
41,M,Caucasian,25 - 45,Low,Female,1,0.0,2,0,0,0,0,0.0,699.0
20,F,African-American,Less than 25,Medium,Male,0,-1.0,5,1,0,0,0,1.0,23.0
21,M,Caucasian,Less than 25,Low,Male,0,0.0,4,1,0,0,0,0.0,23.0
22,M,Caucasian,Less than 25,Medium,Male,1,0.0,5,0,0,0,0,1.0,215.0
38,M,African-American,25 - 45,Medium,Male,7,-1.0,6,0,0,0,0,1.0,4747.0
31,F,African-American,25 - 45,Medium,Male,0,-1.0,5,0,0,0,0,1.0,192.0
28,F,Caucasian,25 - 45,Medium,Male,0,0.0,7,0,0,0,0,1.0,1286.0
21,F,Hispanic,Less than 25,Medium,Male,2,-1.0,7,1,0,1,0,1.0,62.0
39,F,African-American,25 - 45,High,Male,1,-1.0,8,0,0,0,0,1.0,23.0
34,F,African-American,25 - 45,Medium,Male,22,-1.0,7,1,0,0,0,1.0,26.0
45,M,Hispanic,Greater than 45,Low,Male,0,0.0,1,0,0,0,0,1.0,27.0
24,M,African-American,Less than 25,High,Male,0,-1.0,9,1,0,0,0,1.0,364.0
27,F,African-American,25 - 45,Medium,Male,9,-1.0,7,1,0,0,0,1.0,16.0
30,F,Hispanic,25 - 45,Low,Male,0,0.0,1,0,0,0,0,0.0,5.0
43,F,African-American,25 - 45,Low,Male,2,0.0,1,0,0,0,0,0.0,20.0
26,F,African-American,25 - 45,Low,Male,1,-1.0,4,0,0,0,0,1.0,22.0
32,F,African-American,25 - 45,Low,Male,7,-1.0,2,0,0,3,0,1.0,121.0
57,F,Caucasian,Greater than 45,Low,Female,2,-1.0,1,0,0,0,0,1.0,18.0
40,M,Caucasian,25 - 45,Low,Female,0,0.0,1,0,0,0,0,0.0,1.0
33,F,Caucasian,25 - 45,Medium,Male,6,-1.0,6,1,0,0,0,0.0,3654.0
30,F,African-American,25 - 45,Medium,Male,2,-1.0,5,1,0,0,0,1.0,24.0
29,M,Caucasian,25 - 45,High,Male,1,-1.0,10,0,0,0,0,61.0,268.0
36,M,African-American,25 - 45,Low,Male,2,-4.0,2,0,0,0,0,4.0,6.0
35,F,African-American,25 - 45,High,Male,6,0.0,8,1,0,0,0,0.0,21.0
49,M,Hispanic,Greater than 45,Low,Male,0,-1.0,2,0,0,0,0,1.0,24.0
26,F,Hispanic,25 - 45,High,Male,5,0.0,9,1,0,0,0,1.0,-3.0
21,F,African-American,Less than 25,Medium,Male,2,-1.0,5,1,0,1,0,1.0,195.0
49,F,African-American,Greater than 45,Medium,Male,29,-1.0,6,1,0,0,0,1.0,19.0
37,M,African-American,25 - 45,High,Female,23,0.0,8,1,0,0,0,2.0,-11.0
33,M,Hispanic,25 - 45,Low,Male,0,-1.0,2,0,0,0,0,1.0,15.0
29,F,African-American,25 - 45,Low,Male,3,0.0,2,1,0,0,0,1.0,-11.0
25,F,African-American,25 - 45,Medium,Male,1,0.0,5,1,0,0,1,0.0,23.0
20,F,African-American,Less than 25,High,Male,2,-1.0,8,1,0,0,0,1.0,795.0
55,F,African-American,Greater than 45,Low,Male,5,-1.0,4,0,0,0,0,1.0,7222.0
26,M,Caucasian,25 - 45,Low,Male,0,-1.0,4,0,0,0,0,2.0,26.0
52,F,Caucasian,Greater than 45,Low,Female,6,-13.0,1,0,0,0,0,13.0,165.0
52,F,African-American,Greater than 45,High,Male,16,-1.0,8,1,0,0,0,1.0,20.0
27,F,Hispanic,25 - 45,Medium,Male,1,-1.0,7,1,0,0,0,1.0,49.0
60,M,Caucasian,Greater than 45,Low,Male,2,-1.0,2,0,0,0,0,1.0,260.0
44,M,Caucasian,25 - 45,Low,Male,0,-1.0,2,0,0,0,0,1.0,50.0
30,F,Hispanic,25 - 45,Low,Male,1,-18.0,2,0,0,0,0,18.0,408.0
25,M,African-American,25 - 45,Low,Female,2,-1.0,4,0,0,0,0,1.0,18.0
20,F,Caucasian,Less than 25,High,Female,4,-1.0,8,1,0,0,0,1.0,68.0
28,F,Caucasian,25 - 45,Medium,Male,3,-1.0,7,1,0,0,0,1.0,888.0
22,F,Caucasian,Less than 25,Medium,Male,1,-12.0,6,0,0,0,0,13.0,286.0
24,F,Caucasian,Less than 25,High,Male,1,-1.0,8,1,0,0,0,1.0,13.0
28,F,African-American,25 - 45,Low,Female,0,-1.0,3,0,0,0,0,1.0,4584.0
35,F,African-American,25 - 45,Medium,Male,10,-28.0,6,1,0,0,0,28.0,547.0
30,M,Caucasian,25 - 45,Low,Male,0,0.0,1,0,0,0,0,0.0,4.0
22,F,African-American,Less than 25,Low,Male,0,-1.0,3,1,0,0,2,1.0,170.0
39,F,African-American,25 - 45,Medium,Male,9,0.0,5,0,0,0,0,0.0,5.0
46,F,Other,Greater than 45,Low,Female,1,-1.0,1,0,0,0,0,1.0,20.0
47,M,Other,Greater than 45,Low,Male,3,-1.0,2,0,0,0,0,1.0,95.0
26,M,African-American,25 - 45,Medium,Male,5,-1.0,7,0,0,0,0,1.0,7772.0
23,F,African-American,Less than 25,Low,Female,0,-1.0,3,0,0,0,0,1.0,602.0
52,F,African-American,Greater than 45,Medium,Female,0,0.0,7,1,0,0,0,0.0,2.0
22,M,African-American,Less than 25,Medium,Female,0,-1.0,5,1,0,0,5,1.0,22.0
54,F,Caucasian,Greater than 45,Low,Male,0,-1.0,2,0,0,0,0,1.0,49.0
50,M,African-American,Greater than 45,Medium,Male,2,0.0,6,0,0,0,0,1760.0,743.0
20,F,African-American,Less than 25,Medium,Male,2,-1.0,5,1,0,0,4,1.0,27.0
25,F,Caucasian,25 - 45,Low,Male,1,-1.0,3,0,0,0,0,1.0,15.0
46,F,Caucasian,Greater than 45,Low,Female,0,0.0,1,0,0,0,0,0.0,1.0
22,M,Caucasian,Less than 25,Low,Male,0,-1.0,4,0,0,0,0,1.0,28.0
38,F,Caucasian,25 - 45,Low,Male,10,0.0,4,1,1,0,0,0.0,-2.0
36,F,Hispanic,25 - 45,Low,Female,9,-1.0,1,1,0,0,0,1.0,21.0
34,F,African-American,25 - 45,Low,Female,5,-1.0,2,1,0,0,0,1.0,220.0
18,F,African-American,Less than 25,Medium,Male,4,7.0,5,1,5,0,2,138.0,567.0
26,F,Caucasian,25 - 45,Medium,Female,3,-1.0,6,1,0,0,0,1.0,26.0
23,F,Caucasian,Less than 25,Medium,Female,0,-1.0,6,0,0,0,0,1.0,285.0
32,M,Hispanic,25 - 45,Medium,Female,8,-8.0,5,1,0,0,1,8.0,168.0
44,M,Caucasian,25 - 45,Low,Male,1,0.0,1,1,0,0,0,0.0,5.0
53,F,Caucasian,Greater than 45,Low,Male,9,-1.0,4,1,0,0,0,1.0,2831.0
27,F,African-American,25 - 45,Low,Male,4,0.0,4,1,0,0,0,0.0,23.0
25,F,Caucasian,25 - 45,Medium,Male,2,0.0,6,0,0,0,0,0.0,7.0
19,F,Caucasian,Less than 25,High,Male,1,-1.0,10,1,0,1,3,1.0,195.0
53,F,Caucasian,Greater than 45,Low,Male,0,-1.0,2,0,0,0,0,1.0,264.0
39,M,African-American,25 - 45,Low,Male,0,-3.0,3,0,0,0,0,3.0,21.0
37,F,Other,25 - 45,Low,Male,2,-1.0,4,1,0,0,0,1.0,1226.0
27,F,African-American,25 - 45,High,Male,6,0.0,8,1,1,0,0,0.0,4.0
21,F,African-American,Less than 25,High,Female,2,-10.0,10,1,0,0,0,10.0,24.0
24,F,African-American,Less than 25,High,Female,7,-1.0,9,0,0,0,0,1.0,26.0
33,M,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,26.0
24,M,Caucasian,Less than 25,Low,Female,1,-24.0,4,0,0,0,4,24.0,17.0
46,F,Caucasian,Greater than 45,Low,Male,1,-4.0,1,0,0,0,0,4.0,22.0
32,F,Hispanic,25 - 45,Medium,Male,7,-1.0,7,0,0,0,0,1.0,27.0
24,F,Hispanic,Less than 25,Low,Male,2,-25.0,3,0,0,0,0,25.0,217.0
38,F,Caucasian,25 - 45,Low,Female,0,-1.0,1,0,0,0,0,1.0,63.0
30,F,African-American,25 - 45,High,Male,13,0.0,10,1,0,2,2,0.0,69.0
26,M,African-American,25 - 45,High,Male,27,-1.0,9,1,0,2,2,1.0,240.0
57,F,Caucasian,Greater than 45,Low,Male,2,-28.0,1,0,0,0,0,28.0,219.0
